CSDUID,CSD,Period,IndicatorSummaryDescription,Gender,UnitOfMeasure,OriginalValue
4806014,Rocky View County,2006,Unemployment Rate,Female,,0.02700
4806014,Rocky View County,2011,Unemployment Rate,Female,,0.03800
4806014,Rocky View County,2016,Unemployment Rate,Female,,0.06900
4806014,Rocky View County,2021,Unemployment Rate,Female,,0.09000
4806014,Rocky View County,1981,Unemployment Rate,Male,,0.01500
4806014,Rocky View County,1986,Unemployment Rate,Male,,0.05200
4806014,Rocky View County,1991,Unemployment Rate,Male,,0.04500
4806014,Rocky View County,1996,Unemployment Rate,Male,,0.03500
4806014,Rocky View County,2001,Unemployment Rate,Male,,0.03600
4806014,Rocky View County,2006,Unemployment Rate,Male,,0.02400
4806014,Rocky View County,2011,Unemployment Rate,Male,,0.03600
4806014,Rocky View County,2016,Unemployment Rate,Male,,0.08300
4806014,Rocky View County,2021,Unemployment Rate,Male,,0.10000
4806014,Rocky View County,1981,Unemployment Rate,Both,,0.01415
4806014,Rocky View County,1986,Unemployment Rate,Both,,0.05900
4806014,Rocky View County,1991,Unemployment Rate,Both,,0.04800
4806014,Rocky View County,1996,Unemployment Rate,Both,,0.03800
4806014,Rocky View County,2001,Unemployment Rate,Both,,0.03400
4806014,Rocky View County,2006,Unemployment Rate,Both,,0.02500
4806014,Rocky View County,2011,Unemployment Rate,Both,,0.03700
4806014,Rocky View County,2016,Unemployment Rate,Both,,0.07700
4806014,Rocky View County,2021,Unemployment Rate,Both,,0.09000
4806014,Rocky View County,1981,Employment Rate,Female,,0.55187
4806014,Rocky View County,1986,Employment Rate,Female,,0.58726
4806014,Rocky View County,1991,Employment Rate,Female,,0.67027
4806014,Rocky View County,1996,Employment Rate,Female,,0.68871
4806014,Rocky View County,2001,Employment Rate,Female,,0.69762
4806014,Rocky View County,2006,Employment Rate,Female,,0.67006
4806014,Rocky View County,2011,Employment Rate,Female,,0.64100
4806014,Rocky View County,2016,Employment Rate,Female,,0.58700
4806014,Rocky View County,2021,Employment Rate,Female,,0.55000
4806014,Rocky View County,1981,Employment Rate,Male,,0.85789
4806014,Rocky View County,1986,Employment Rate,Male,,0.82349
4806014,Rocky View County,1991,Employment Rate,Male,,0.81446
4806014,Rocky View County,1996,Employment Rate,Male,,0.83416
4806014,Rocky View County,2001,Employment Rate,Male,,0.81645
4806014,Rocky View County,2006,Employment Rate,Male,,0.80279
4806014,Rocky View County,2011,Employment Rate,Male,,0.77200
4806014,Rocky View County,2016,Employment Rate,Male,,0.69500
4806014,Rocky View County,2021,Employment Rate,Male,,0.63000
4806014,Rocky View County,1981,Employment Rate,Both,,0.71282
4806014,Rocky View County,1986,Employment Rate,Both,,0.71124
4806014,Rocky View County,1991,Employment Rate,Both,,0.74433
4806014,Rocky View County,1996,Employment Rate,Both,,0.76390
4806014,Rocky View County,2001,Employment Rate,Both,,0.75800
4806014,Rocky View County,2006,Employment Rate,Both,,0.73800
4806014,Rocky View County,2011,Employment Rate,Both,,0.70700
4806014,Rocky View County,2016,Employment Rate,Both,,0.64200
4806014,Rocky View County,2021,Employment Rate,Both,,0.59000
4806016,Calgary,1981,Participation Rate,Female,,0.63700
4806016,Calgary,1986,Participation Rate,Female,,0.66600
4806016,Calgary,1991,Participation Rate,Female,,0.68600
4806016,Calgary,1996,Participation Rate,Female,,0.67400
4806016,Calgary,2001,Participation Rate,Female,,0.68900
4806016,Calgary,2006,Participation Rate,Female,,0.69700
4806016,Calgary,2011,Participation Rate,Female,,0.68600
4806016,Calgary,2016,Participation Rate,Female,,0.68100
4806016,Calgary,2021,Participation Rate,Female,,0.65000
4806016,Calgary,1981,Participation Rate,Male,,0.87300
4806016,Calgary,1986,Participation Rate,Male,,0.84000
4806016,Calgary,1991,Participation Rate,Male,,0.83000
4806016,Calgary,1996,Participation Rate,Male,,0.80200
4806016,Calgary,2001,Participation Rate,Male,,0.81100
4806016,Calgary,2006,Participation Rate,Male,,0.81300
4806016,Calgary,2011,Participation Rate,Male,,0.79700
4806016,Calgary,2016,Participation Rate,Male,,0.78200
4806016,Calgary,2021,Participation Rate,Male,,0.73000
4806016,Calgary,1981,Participation Rate,Both,,0.75681
4806016,Calgary,1986,Participation Rate,Both,,0.75200
4806016,Calgary,1991,Participation Rate,Both,,0.75700
4806016,Calgary,1996,Participation Rate,Both,,0.73700
4806016,Calgary,2001,Participation Rate,Both,,0.74900
4806016,Calgary,2006,Participation Rate,Both,,0.75400
4806016,Calgary,2011,Participation Rate,Both,,0.74100
4806016,Calgary,2016,Participation Rate,Both,,0.73100
4806016,Calgary,2021,Participation Rate,Both,,0.69000
4806016,Calgary,1981,Unemployment Rate,Female,,0.03600
4806016,Calgary,1986,Unemployment Rate,Female,,0.09800
4806016,Calgary,1991,Unemployment Rate,Female,,0.08500
4806016,Calgary,1996,Unemployment Rate,Female,,0.06700
4806016,Calgary,2001,Unemployment Rate,Female,,0.05100
4806016,Calgary,2006,Unemployment Rate,Female,,0.04400
4806016,Calgary,2011,Unemployment Rate,Female,,0.06200
4806016,Calgary,2016,Unemployment Rate,Female,,0.08900
4806016,Calgary,2021,Unemployment Rate,Female,,0.13000
4806016,Calgary,1981,Unemployment Rate,Male,,0.02900
4806016,Calgary,1986,Unemployment Rate,Male,,0.10400
4806016,Calgary,1991,Unemployment Rate,Male,,0.07800
4806016,Calgary,1996,Unemployment Rate,Male,,0.06800
4806016,Calgary,2001,Unemployment Rate,Male,,0.05000
4806016,Calgary,2006,Unemployment Rate,Male,,0.03900
4806016,Calgary,2011,Unemployment Rate,Male,,0.05900
4806016,Calgary,2016,Unemployment Rate,Male,,0.10000
4806016,Calgary,2021,Unemployment Rate,Male,,0.12000
4806016,Calgary,1981,Unemployment Rate,Both,,0.03218
4806016,Calgary,1986,Unemployment Rate,Both,,0.10100
4806016,Calgary,1991,Unemployment Rate,Both,,0.08100
4806016,Calgary,1996,Unemployment Rate,Both,,0.06700
4806016,Calgary,2001,Unemployment Rate,Both,,0.05000
4806016,Calgary,2006,Unemployment Rate,Both,,0.04100
4806016,Calgary,2011,Unemployment Rate,Both,,0.06000
4806016,Calgary,2016,Unemployment Rate,Both,,0.09500
4806016,Calgary,2021,Unemployment Rate,Both,,0.13000
4806016,Calgary,1981,Employment Rate,Female,,0.61346
4806016,Calgary,1986,Employment Rate,Female,,0.60042
4806016,Calgary,1991,Employment Rate,Female,,0.62736
4806016,Calgary,1996,Employment Rate,Female,,0.62846
4806016,Calgary,2001,Employment Rate,Female,,0.65374
4806016,Calgary,2006,Employment Rate,Female,,0.66607
4806016,Calgary,2011,Employment Rate,Female,,0.64300
4806016,Calgary,2016,Employment Rate,Female,,0.62000
4806016,Calgary,2021,Employment Rate,Female,,0.57000
4806016,Calgary,1981,Employment Rate,Male,,0.84725
4806016,Calgary,1986,Employment Rate,Male,,0.75270
4806016,Calgary,1991,Employment Rate,Male,,0.76522
4806016,Calgary,1996,Employment Rate,Male,,0.74801
4806016,Calgary,2001,Employment Rate,Male,,0.77042
4806016,Calgary,2006,Employment Rate,Male,,0.78098
4806016,Calgary,2011,Employment Rate,Male,,0.75000
4806016,Calgary,2016,Employment Rate,Male,,0.70400
4806016,Calgary,2021,Employment Rate,Male,,0.64000
4806016,Calgary,1981,Employment Rate,Both,,0.73246
4806016,Calgary,1986,Employment Rate,Both,,0.67602
4806016,Calgary,1991,Employment Rate,Both,,0.69567
4806016,Calgary,1996,Employment Rate,Both,,0.68761
4806016,Calgary,2001,Employment Rate,Both,,0.71200
4806016,Calgary,2006,Employment Rate,Both,,0.72300
4806016,Calgary,2011,Employment Rate,Both,,0.69700
4806016,Calgary,2016,Employment Rate,Both,,0.66200
4806016,Calgary,2021,Employment Rate,Both,,0.61000
4806028,Mountain View County,1981,Participation Rate,Female,,0.48200
4806028,Mountain View County,1991,Participation Rate,Female,,0.71000
4806028,Mountain View County,1996,Participation Rate,Female,,0.69200
4806028,Mountain View County,2001,Participation Rate,Female,,0.71000
4806028,Mountain View County,2006,Participation Rate,Female,,0.70500
4806028,Mountain View County,2011,Participation Rate,Female,,0.68700
4806028,Mountain View County,2016,Participation Rate,Female,,0.68000
4806028,Mountain View County,2021,Participation Rate,Female,,0.67000
4806028,Mountain View County,1981,Participation Rate,Male,,0.86400
4806028,Mountain View County,1991,Participation Rate,Male,,0.89300
4806028,Mountain View County,1996,Participation Rate,Male,,0.81800
4806028,Mountain View County,2001,Participation Rate,Male,,0.85300
4806028,Mountain View County,2006,Participation Rate,Male,,0.84200
4806028,Mountain View County,2011,Participation Rate,Male,,0.83900
4806028,Mountain View County,2016,Participation Rate,Male,,0.77800
4806028,Mountain View County,2021,Participation Rate,Male,,0.75000
4806028,Mountain View County,1981,Participation Rate,Both,,0.68924
4806028,Mountain View County,1991,Participation Rate,Both,,0.80700
4806028,Mountain View County,1996,Participation Rate,Both,,0.75700
4806028,Mountain View County,2001,Participation Rate,Both,,0.78500
4806028,Mountain View County,2006,Participation Rate,Both,,0.77600
4806028,Mountain View County,2011,Participation Rate,Both,,0.76600
4806028,Mountain View County,2016,Participation Rate,Both,,0.73000
4806028,Mountain View County,2021,Participation Rate,Both,,0.71000
4806028,Mountain View County,1981,Unemployment Rate,Female,,0.03400
4806028,Mountain View County,1991,Unemployment Rate,Female,,0.05600
4806028,Mountain View County,1996,Unemployment Rate,Female,,0.05100
4806028,Mountain View County,2001,Unemployment Rate,Female,,0.02500
4806028,Mountain View County,2006,Unemployment Rate,Female,,0.03400
4806028,Mountain View County,2011,Unemployment Rate,Female,,0.03500
4806028,Mountain View County,2016,Unemployment Rate,Female,,0.05500
4806028,Mountain View County,2021,Unemployment Rate,Female,,0.08000
4806028,Mountain View County,1981,Unemployment Rate,Male,,0.02700
4806028,Mountain View County,1991,Unemployment Rate,Male,,0.05000
4806028,Mountain View County,1996,Unemployment Rate,Male,,0.03300
4806028,Mountain View County,2001,Unemployment Rate,Male,,0.02200
4806028,Mountain View County,2006,Unemployment Rate,Male,,0.03000
4806028,Mountain View County,2011,Unemployment Rate,Male,,0.03300
4806028,Mountain View County,2016,Unemployment Rate,Male,,0.08700
4806028,Mountain View County,2021,Unemployment Rate,Male,,0.08000
4806028,Mountain View County,1981,Unemployment Rate,Both,,0.02948
4806028,Mountain View County,1991,Unemployment Rate,Both,,0.05300
4806028,Mountain View County,1996,Unemployment Rate,Both,,0.04100
4806028,Mountain View County,2001,Unemployment Rate,Both,,0.02300
4806028,Mountain View County,2006,Unemployment Rate,Both,,0.03200
4806028,Mountain View County,2011,Unemployment Rate,Both,,0.03300
4806028,Mountain View County,2016,Unemployment Rate,Both,,0.07200
4806028,Mountain View County,2021,Unemployment Rate,Both,,0.08000
4806028,Mountain View County,1981,Employment Rate,Female,,0.46634
4806028,Mountain View County,1991,Employment Rate,Female,,0.66903
4806028,Mountain View County,1996,Employment Rate,Female,,0.65663
4806028,Mountain View County,2001,Employment Rate,Female,,0.69265
4806028,Mountain View County,2006,Employment Rate,Female,,0.68140
4806028,Mountain View County,2011,Employment Rate,Female,,0.66300
4806028,Mountain View County,2016,Employment Rate,Female,,0.64300
4806028,Mountain View County,2021,Employment Rate,Female,,0.62000
4806028,Mountain View County,1981,Employment Rate,Male,,0.84028
4806028,Mountain View County,1991,Employment Rate,Male,,0.84644
4806028,Mountain View County,1996,Employment Rate,Male,,0.79153
4806028,Mountain View County,2001,Employment Rate,Male,,0.83486
4806028,Mountain View County,2006,Employment Rate,Male,,0.81635
4806028,Mountain View County,2011,Employment Rate,Male,,0.81100
4806028,Mountain View County,2016,Employment Rate,Male,,0.70900
4806028,Mountain View County,2021,Employment Rate,Male,,0.69000
4806028,Mountain View County,1981,Employment Rate,Both,,0.66892
4806028,Mountain View County,1991,Employment Rate,Both,,0.76396
4806028,Mountain View County,1996,Employment Rate,Both,,0.72611
4806028,Mountain View County,2001,Employment Rate,Both,,0.76700
4806028,Mountain View County,2006,Employment Rate,Both,,0.75100
4806028,Mountain View County,2011,Employment Rate,Both,,0.74100
4806028,Mountain View County,2016,Employment Rate,Both,,0.67700
4806028,Mountain View County,2021,Employment Rate,Both,,0.65000
4806029,Carstairs,1981,Participation Rate,Female,,0.40400
4806029,Carstairs,1986,Participation Rate,Female,,0.53000
4806029,Carstairs,1991,Participation Rate,Female,,0.64200
4806029,Carstairs,1996,Participation Rate,Female,,0.63000
4806029,Carstairs,2001,Participation Rate,Female,,0.62700
4806029,Carstairs,2006,Participation Rate,Female,,0.52400
4806029,Carstairs,2011,Participation Rate,Female,,0.62300
4806029,Carstairs,2016,Participation Rate,Female,,0.61600
4806029,Carstairs,2021,Participation Rate,Female,,0.60000
4806029,Carstairs,1981,Participation Rate,Male,,0.80800
4806029,Carstairs,1986,Participation Rate,Male,,0.77000
4806029,Carstairs,1991,Participation Rate,Male,,0.82000
4806029,Carstairs,1996,Participation Rate,Male,,0.81400
4806029,Carstairs,2001,Participation Rate,Male,,0.77400
4806029,Carstairs,2006,Participation Rate,Male,,0.71700
4806029,Carstairs,2011,Participation Rate,Male,,0.84600
4806029,Carstairs,2016,Participation Rate,Male,,0.75200
4806029,Carstairs,2021,Participation Rate,Male,,0.72000
4806029,Carstairs,1981,Participation Rate,Both,,0.62009
4806029,Carstairs,1986,Participation Rate,Both,,0.64300
4806029,Carstairs,1991,Participation Rate,Both,,0.72700
4806029,Carstairs,1996,Participation Rate,Both,,0.72300
4806029,Carstairs,2001,Participation Rate,Both,,0.70500
4806029,Carstairs,2006,Participation Rate,Both,,0.62200
4806029,Carstairs,2011,Participation Rate,Both,,0.73900
4806029,Carstairs,2016,Participation Rate,Both,,0.68300
4806029,Carstairs,2021,Participation Rate,Both,,0.66000
4806029,Carstairs,1981,Unemployment Rate,Female,,0.07000
4806029,Carstairs,1986,Unemployment Rate,Female,,0.12900
4806029,Carstairs,1991,Unemployment Rate,Female,,0.03900
4806029,Carstairs,1996,Unemployment Rate,Female,,0.02300
4806029,Carstairs,2001,Unemployment Rate,Female,,0.08500
4806029,Carstairs,2006,Unemployment Rate,Female,,0.00000
4806029,Carstairs,2011,Unemployment Rate,Female,,0.10500
4806029,Carstairs,2016,Unemployment Rate,Female,,0.07900
4806029,Carstairs,2021,Unemployment Rate,Female,,0.11000
4806029,Carstairs,1981,Unemployment Rate,Male,,0.02100
4806029,Carstairs,1986,Unemployment Rate,Male,,0.09200
4806029,Carstairs,1991,Unemployment Rate,Male,,0.05000
4806029,Carstairs,1996,Unemployment Rate,Male,,0.11400
4806029,Carstairs,2001,Unemployment Rate,Male,,0.02900
4806029,Carstairs,2006,Unemployment Rate,Male,,0.03300
4806029,Carstairs,2011,Unemployment Rate,Male,,0.06100
4806029,Carstairs,2016,Unemployment Rate,Male,,0.10200
4806029,Carstairs,2021,Unemployment Rate,Male,,0.10000
4806029,Carstairs,1981,Unemployment Rate,Both,,0.03521
4806029,Carstairs,1986,Unemployment Rate,Both,,0.10800
4806029,Carstairs,1991,Unemployment Rate,Both,,0.05100
4806029,Carstairs,1996,Unemployment Rate,Both,,0.06500
4806029,Carstairs,2001,Unemployment Rate,Both,,0.05300
4806029,Carstairs,2006,Unemployment Rate,Both,,0.02700
4806029,Carstairs,2011,Unemployment Rate,Both,,0.07900
4806029,Carstairs,2016,Unemployment Rate,Both,,0.09400
4806029,Carstairs,2021,Unemployment Rate,Both,,0.10000
4806029,Carstairs,1981,Employment Rate,Female,,0.36697
4806029,Carstairs,1986,Employment Rate,Female,,0.46154
4806029,Carstairs,1991,Employment Rate,Female,,0.60833
4806029,Carstairs,1996,Employment Rate,Female,,0.61594
4806029,Carstairs,2001,Employment Rate,Female,,0.57396
4806029,Carstairs,2006,Employment Rate,Female,,0.52404
4806029,Carstairs,2011,Employment Rate,Female,,0.55800
4806029,Carstairs,2016,Employment Rate,Female,,0.56500
4806029,Carstairs,2021,Employment Rate,Female,,0.53000
4806029,Carstairs,1981,Employment Rate,Male,,0.79167
4806029,Carstairs,1986,Employment Rate,Male,,0.69027
4806029,Carstairs,1991,Employment Rate,Male,,0.77869
4806029,Carstairs,1996,Employment Rate,Male,,0.72857
4806029,Carstairs,2001,Employment Rate,Male,,0.75141
4806029,Carstairs,2006,Employment Rate,Male,,0.69340
4806029,Carstairs,2011,Employment Rate,Male,,0.79400
4806029,Carstairs,2016,Employment Rate,Male,,0.67500
4806029,Carstairs,2021,Employment Rate,Male,,0.65000
4806029,Carstairs,1981,Employment Rate,Both,,0.58952
4806029,Carstairs,1986,Employment Rate,Both,,0.57391
4806029,Carstairs,1991,Employment Rate,Both,,0.69421
4806029,Carstairs,1996,Employment Rate,Both,,0.67266
4806029,Carstairs,2001,Employment Rate,Both,,0.66500
4806029,Carstairs,2006,Employment Rate,Both,,0.60600
4806029,Carstairs,2011,Employment Rate,Both,,0.67900
4806029,Carstairs,2016,Employment Rate,Both,,0.61900
4806029,Carstairs,2021,Employment Rate,Both,,0.59000
4806031,Cremona,1981,Participation Rate,Female,,0.45500
4806031,Cremona,1986,Participation Rate,Female,,0.56500
4806031,Cremona,1991,Participation Rate,Female,,0.57600
4806031,Cremona,1996,Participation Rate,Female,,0.91200
4806031,Cremona,2001,Participation Rate,Female,,0.41700
4806031,Cremona,2006,Participation Rate,Female,,0.67500
4806031,Cremona,2011,Participation Rate,Female,,0.59500
4806031,Cremona,2016,Participation Rate,Female,,0.66700
4806031,Cremona,2021,Participation Rate,Female,,0.52000
4806031,Cremona,1981,Participation Rate,Male,,0.87500
4806031,Cremona,1986,Participation Rate,Male,,0.95200
4806031,Cremona,1991,Participation Rate,Male,,0.91300
4806031,Cremona,1996,Participation Rate,Male,,0.70000
4806031,Cremona,2001,Participation Rate,Male,,0.62100
4806031,Cremona,2006,Participation Rate,Male,,0.88200
4806031,Cremona,2011,Participation Rate,Male,,0.88500
4806031,Cremona,2016,Participation Rate,Male,,0.72500
4806031,Cremona,2021,Participation Rate,Male,,0.67000
